City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
334,Atar,MR,20.5169,-13.0499,96.58,22,99,4.76,overcast clouds
335,Promyshlennyy,RU,67.5833,63.9167,45.21,93,83,6.2,broken clouds
336,Mpongwe,ZM,-13.5091,28.155,74.07,27,36,6.38,scattered clouds
337,Birao,CF,10.2849,22.7882,74.48,87,27,4.21,scattered clouds
338,Bodden Town,KY,19.2833,-81.25,89.6,71,20,5.75,few clouds
339,Warri,NG,5.5167,5.75,74.95,92,100,3.83,overcast clouds
340,Cape Town,ZA,-33.9258,18.4232,59.09,79,40,3.44,scattered clouds
341,Zwettl,AT,48.6,15.1667,46.38,91,18,11.59,few clouds
342,Shenjiamen,CN,29.9576,122.298,70.72,67,1,22.57,clear sky
343,Adre,TD,13.4667,22.2,78.08,61,62,7.94,broken clouds
344,Kongsvinger,NO,60.1905,11.9977,48.87,68,27,8.01,scattered clouds
345,Ambanja,MG,-13.6833,48.45,73.35,82,84,1.43,broken clouds
346,Maceio,BR,-9.6658,-35.7353,78.24,73,20,8.05,few clouds
347,Dukat,RU,62.55,155.55,32.2,73,100,6.13,overcast clouds
348,San Vicente,AR,-26.6167,-54.1333,58.51,99,100,1.9,overcast clouds
349,Nyimba,ZM,-14.5566,30.8149,77.25,22,2,6.53,clear sky
350,Puerto Escondido,MX,15.85,-97.0667,81.43,61,75,10.36,broken clouds
351,Nove Mesto Na Morave,CZ,49.5614,16.0742,46.71,89,93,3.0,overcast clouds
352,Bontang,ID,0.1333,117.5,76.78,88,100,4.23,moderate rain
353,Superior,US,46.7208,-92.1041,77.94,58,0,12.66,clear sky
354,Lebu,CL,-37.6167,-73.65,49.66,62,7,12.33,clear sky
355,Ponta Delgada,PT,37.7333,-25.6667,77.5,83,20,4.61,few clouds
356,Rocha,UY,-34.4833,-54.3333,61.23,85,100,3.33,overcast clouds
357,Mae Hong Son,TH,19.3003,97.9685,71.96,100,68,1.3,broken clouds
358,Kvam,NO,61.6656,9.6898,38.95,89,46,6.53,scattered clouds
359,Lancaster,US,40.2504,-76.2499,79.29,74,40,8.05,scattered clouds
360,Srivardhan,IN,18.0333,73.0167,74.98,85,89,3.74,overcast clouds
361,Nishihara,JP,26.1842,127.7558,80.65,80,75,18.41,broken clouds
362,West Wendover,US,40.7391,-114.0733,83.41,13,0,18.41,clear sky
363,Agirish,RU,61.9247,63.0231,50.45,93,100,7.23,light rain
364,Tomatlan,MX,19.9333,-105.25,83.55,70,86,7.96,overcast clouds
365,Conselheiro Pena,BR,-19.1722,-41.4722,76.15,56,44,2.55,scattered clouds
366,Lampang,TH,18.3333,99.5,71.4,97,72,2.39,broken clouds
367,Moerai,PF,-22.4333,-151.3333,74.01,78,0,5.82,clear sky
368,Kondinskoye,RU,59.6481,67.41,51.84,96,99,5.84,overcast clouds
369,Pangnirtung,CA,66.1451,-65.7125,39.94,99,100,5.53,overcast clouds
370,Yulara,AU,-25.2406,130.9889,69.64,26,0,17.27,clear sky
371,Guangyuan,CN,32.442,105.823,64.65,92,100,5.86,light rain
372,Weyburn,CA,49.6668,-103.8511,79.02,29,1,10.36,clear sky
373,Codrington,AU,-38.2667,141.9667,43.21,91,9,10.09,clear sky
374,Makhachkala,RU,42.9764,47.5024,71.58,58,0,7.9,clear sky
375,Geraldton,AU,-28.7667,114.6,52.21,87,40,0.0,scattered clouds
376,Alpoyeca,MX,17.6667,-98.5167,80.8,72,85,0.58,overcast clouds
377,Umea,SE,63.8284,20.2597,49.93,71,100,12.66,overcast clouds
378,Broken Hill,AU,-31.95,141.4333,53.98,50,0,17.38,clear sky
379,Den Helder,NL,52.9599,4.7593,57.18,72,100,7.0,overcast clouds
380,Vanavara,RU,60.34,102.2797,42.93,97,100,7.96,light rain
381,Dondo,MZ,-19.6094,34.7431,74.71,71,0,9.69,clear sky
382,Saint George,US,37.1041,-113.5841,94.42,15,0,5.01,clear sky
383,North Platte,US,41.1239,-100.7654,91.08,42,0,4.61,clear sky
384,Requena,ES,39.4883,-1.1004,63.79,75,0,3.85,clear sky
385,Morgan City,US,29.6994,-91.2068,93.0,60,72,2.51,broken clouds
386,Basco,PH,20.4487,121.9702,82.99,71,100,14.03,overcast clouds
387,Erzin,TR,36.9559,36.2,72.84,87,12,2.1,few clouds
388,Mantua,IT,45.1667,10.7833,63.55,72,1,3.0,clear sky
389,Cheremukhovo,RU,60.3484,59.9851,50.41,99,100,4.09,overcast clouds
390,Nyrob,RU,60.733,56.7202,60.6,95,100,10.87,overcast clouds
391,Turba,EE,59.0831,24.225,53.24,90,40,6.91,scattered clouds
392,Calama,CL,-22.4667,-68.9333,66.69,13,0,24.16,clear sky
393,Anloga,GH,5.7947,0.8973,76.33,88,100,15.75,light rain
394,Bow Island,CA,49.8668,-111.3684,63.66,55,28,9.22,scattered clouds
395,Shelbyville,US,35.4834,-86.4603,91.47,48,0,6.91,clear sky
396,Beloha,MG,-25.1667,45.05,73.27,51,0,8.72,clear sky
397,Asyut,EG,27.181,31.1837,81.12,36,0,5.88,clear sky
398,Soubre,CI,5.7856,-6.6083,72.63,97,94,4.18,light rain
399,Jalu,LY,29.0331,21.5482,84.09,28,0,9.4,clear sky
400,Mahibadhoo,MV,3.7833,72.9667,81.75,73,100,9.95,overcast clouds
401,Marabba,SD,12.35,32.1833,77.29,74,100,12.28,moderate rain
402,Fairbanks,US,64.8378,-147.7164,55.09,58,100,6.91,overcast clouds
403,Manono,CD,-7.3,27.4167,77.36,57,6,3.09,clear sky
404,Korla,CN,41.7597,86.1469,70.7,19,28,7.31,scattered clouds
405,Tuatapere,NZ,-46.1333,167.6833,49.98,85,100,5.57,overcast clouds
406,Hondo,JP,32.45,130.2,70.12,65,32,24.2,scattered clouds
407,Bindura,ZW,-17.3019,31.3306,68.25,33,3,1.01,clear sky
408,Warin Chamrap,TH,15.1932,104.8628,76.82,100,100,0.0,light rain
409,Banikoara,BJ,11.2985,2.4386,71.73,98,100,7.27,moderate rain
410,Nouadhibou,MR,20.931,-17.0347,73.38,78,0,17.27,clear sky
411,Kavieng,PG,-2.5744,150.7967,80.69,76,48,10.11,light rain
412,Kattivakkam,IN,13.2167,80.3167,86.09,67,100,9.06,overcast clouds
413,Pemangkat,ID,1.1667,108.9667,76.05,82,100,3.29,overcast clouds
414,Koutsouras,GR,35.0339,25.9469,75.11,59,0,7.58,clear sky
415,Diego De Almagro,CL,-26.3667,-70.05,66.49,20,0,10.11,clear sky
416,Padang,ID,-0.9492,100.3543,76.33,86,100,3.71,overcast clouds
417,Tazovskiy,RU,67.4667,78.7,28.92,83,6,11.56,clear sky
418,Ust-Omchug,RU,61.15,149.6333,32.92,98,100,7.43,snow
419,Lac Du Bonnet,CA,50.2536,-96.0612,77.45,30,100,8.57,overcast clouds
420,Aberfeldy,GB,56.62,-3.8645,55.49,90,91,1.23,overcast clouds
421,Nekhayevskiy,RU,50.4106,41.7561,52.93,62,0,4.65,clear sky
422,Petropavl,KZ,54.8753,69.1628,61.77,43,90,7.9,overcast clouds
423,Asau,RO,46.4333,26.4,49.28,92,100,3.78,light rain
424,Betioky,MG,-23.7167,44.3833,68.77,70,0,4.54,clear sky
425,Manhattan,US,40.7834,-73.9662,84.61,52,100,20.71,moderate rain
426,Kloulklubed,PW,7.0419,134.2556,77.5,73,92,8.46,overcast clouds
427,Nioro,GM,13.35,-15.75,74.64,95,100,3.06,light rain
428,Pochutla,MX,15.7432,-96.4661,81.82,81,100,5.08,overcast clouds
429,Fukue,JP,32.6881,128.8419,73.02,64,92,29.35,overcast clouds
430,Kindia,GN,10.0569,-12.8658,69.55,97,98,3.4,light rain
431,Pangkalanbuun,ID,-2.6833,111.6167,72.82,98,95,3.65,overcast clouds
432,Killybegs,IE,54.6333,-8.45,56.62,79,100,6.08,overcast clouds
433,Hambantota,LK,6.1241,81.1185,77.34,100,20,5.75,few clouds
434,Anchorage,US,61.2181,-149.9003,58.21,85,100,14.97,light rain
435,Bundaberg,AU,-24.85,152.35,62.22,99,100,4.61,overcast clouds
436,Nemuro,JP,43.3236,145.575,69.62,94,100,31.97,overcast clouds
437,Nuevo Progreso,MX,23.1667,-97.95,86.54,71,47,1.99,scattered clouds
438,Auki,SB,-8.7676,160.7034,80.6,79,91,5.08,overcast clouds
439,Amuntai,ID,-2.4177,115.2494,72.59,99,99,1.88,overcast clouds
440,Lukovetskiy,RU,64.2956,41.9211,50.45,96,100,10.56,light rain
441,Seymchan,RU,62.8833,152.4333,41.67,52,100,2.51,overcast clouds
442,Dosso,NE,13.049,3.1937,79.3,79,83,5.5,light rain
443,Kahului,US,20.8947,-156.47,86.02,64,40,23.02,scattered clouds
444,Cabo San Lucas,MX,22.8909,-109.9124,86.61,76,75,23.02,broken clouds
445,Pontianak,ID,-0.0333,109.3333,73.49,96,100,3.96,overcast clouds
446,Fortuna,US,40.5982,-124.1573,71.91,68,26,5.99,scattered clouds
447,Husavik,IS,66.0449,-17.3389,55.33,84,100,10.45,light rain
448,Catia La Mar,VE,10.6038,-67.0303,87.98,83,40,4.47,light rain
449,San Quintin,MX,30.4833,-115.95,72.99,65,0,15.08,clear sky
450,Namibe,AO,-15.1961,12.1522,61.63,81,6,7.18,clear sky
451,Mount Isa,AU,-20.7333,139.5,69.57,64,31,0.0,scattered clouds
452,Tambacounda,SN,13.7539,-13.7586,78.85,94,40,4.61,thunderstorm with light rain
453,Upington,ZA,-28.4478,21.2561,53.98,54,16,8.05,few clouds
454,Imeni Poliny Osipenko,RU,52.4201,136.4853,34.32,78,100,6.96,overcast clouds
455,Sobolevo,RU,54.4299,31.8996,47.59,94,100,14.97,overcast clouds
456,Gore,NZ,-46.1028,168.9436,51.22,78,100,1.72,light rain
457,Shuangcheng,CN,45.35,126.2833,35.28,43,0,7.63,clear sky
458,Nome,US,64.5011,-165.4064,45.16,81,100,9.22,light rain
459,Marawi,PH,7.9986,124.2928,68.32,88,99,3.09,overcast clouds
460,Agaro,ET,7.85,36.65,59.83,97,87,2.57,light rain
461,Manavalakurichi,IN,8.1333,77.3,77.72,86,99,14.38,overcast clouds
462,Zhuanghe,CN,39.7008,122.9911,51.44,53,4,7.92,clear sky
463,Kariba,ZW,-16.5167,28.8,77.74,33,2,4.07,clear sky
464,High Level,CA,58.5169,-117.136,55.51,62,75,6.91,broken clouds
465,Quang Ngai,VN,15.1167,108.8,76.26,88,100,4.34,overcast clouds
466,Palauig,PH,15.435,119.9045,79.54,83,100,8.59,overcast clouds
467,Katsuura,JP,35.1333,140.3,80.62,86,85,30.36,overcast clouds
468,Pilar,BR,-9.5972,-35.9567,76.93,83,4,4.79,clear sky
469,Sydney,AU,-33.8679,151.2073,55.27,67,20,6.91,few clouds
470,Sundarnagar,IN,31.5333,76.8833,73.18,73,93,3.58,overcast clouds
471,Monte Alegre,BR,-2.0078,-54.0692,92.93,37,32,5.95,scattered clouds
472,Gold Coast,AU,-28.0,153.4333,61.0,84,0,5.75,clear sky
473,Igrim,RU,63.1906,64.4162,51.13,76,100,5.48,overcast clouds
474,Barela,IN,23.1,80.05,73.31,91,93,3.27,overcast clouds
475,Maneadero,MX,31.7167,-116.5667,76.28,53,0,9.01,clear sky
476,Martinsburg,US,39.4562,-77.9639,83.73,61,75,9.22,broken clouds
477,Makarov,RU,48.6333,142.8,44.91,81,100,16.11,overcast clouds
478,Lahij,YE,13.1667,44.5833,88.63,44,99,5.7,overcast clouds
479,Mtwara,TZ,-10.2667,40.1833,73.94,87,5,8.23,clear sky
480,Espinosa,BR,-14.9261,-42.8192,80.37,42,95,6.96,overcast clouds
481,Veracruz,MX,19.3333,-96.6667,79.16,82,75,4.47,broken clouds
482,Boa Viagem,BR,-5.1275,-39.7322,85.91,31,51,4.9,broken clouds
483,Nantucket,US,41.2835,-70.0995,71.71,69,100,5.75,mist
484,Ambulu,ID,-8.345,113.6058,74.75,87,91,3.67,overcast clouds
485,Talara,PE,-4.5772,-81.2719,72.36,68,0,17.27,clear sky
486,Egvekinot,RU,66.3167,-179.1667,35.38,80,86,3.2,overcast clouds
487,Achit,RU,56.7985,57.8994,58.5,73,97,6.67,overcast clouds
488,Luwuk,ID,-0.9516,122.7875,76.26,86,93,3.44,overcast clouds
489,Butajira,ET,8.1167,38.3667,57.45,92,64,2.26,light rain
490,Gannan,CN,47.9147,123.5031,40.14,34,94,6.78,overcast clouds
491,Lahaina,US,20.8783,-156.6825,86.0,80,31,8.57,scattered clouds
492,Pontalina,BR,-17.525,-49.4472,81.77,48,90,6.58,overcast clouds
493,Teterow,DE,53.7833,12.5667,47.5,88,1,7.0,clear sky
494,North Bend,US,43.4065,-124.2243,71.92,85,75,5.75,broken clouds
495,Nyagan,RU,62.1406,65.3936,52.7,79,100,4.79,overcast clouds
496,Ler,SS,8.3018,30.1418,73.27,85,62,1.7,broken clouds
497,Sayyan,YE,15.1718,44.3244,65.75,38,73,3.02,broken clouds
498,Chapais,CA,49.7834,-74.8492,58.78,38,99,8.05,overcast clouds
499,Nyurba,RU,63.2842,118.3319,37.49,99,100,2.04,light rain
500,Puerto Del Rosario,ES,28.5004,-13.8627,74.95,83,40,3.44,scattered clouds
501,Northam,GB,51.0333,-4.2167,59.61,84,24,4.32,few clouds
502,Nossa Senhora Das Dores,BR,-10.4917,-37.1933,69.44,90,46,6.46,scattered clouds
503,Porto Murtinho,BR,-21.6989,-57.8825,87.26,49,93,9.6,overcast clouds
504,Charlestown,AU,-32.95,151.6667,55.42,89,7,3.58,clear sky
505,Falmouth,GB,50.1544,-5.0711,56.3,87,18,4.61,few clouds
506,Adrar,MR,20.5022,-10.0711,93.61,23,98,6.93,overcast clouds
507,Amalfi,CO,6.9102,-75.0776,67.05,88,100,2.24,overcast clouds
508,Port Blair,IN,11.6667,92.75,81.81,77,100,13.58,overcast clouds
509,Gao,ML,16.6362,1.637,94.48,32,32,14.12,scattered clouds
510,Turukhansk,RU,65.8167,87.9833,34.05,84,100,18.41,overcast clouds
511,Camacha,PT,33.0833,-16.3333,67.42,78,20,5.75,few clouds
512,Marsh Harbour,BS,26.5412,-77.0636,84.15,69,100,8.68,overcast clouds
513,Lazaro Cardenas,MX,17.9583,-102.2,79.95,83,99,6.46,overcast clouds
514,Beira,MZ,-19.8436,34.8389,75.29,88,0,13.8,clear sky
515,Ivanava,BY,52.1451,25.5365,49.05,75,99,10.18,overcast clouds
516,Barra Do Bugres,BR,-15.0725,-57.1811,83.73,60,67,3.11,moderate rain
517,Nurota,UZ,40.5614,65.6886,71.11,25,0,6.33,clear sky
518,Lata,PT,40.1629,-8.3327,72.91,85,98,1.3,overcast clouds
519,Sondershausen,DE,51.3667,10.8667,49.95,74,88,9.48,overcast clouds
520,Montague,US,42.5356,-72.5351,76.98,76,100,5.55,overcast clouds
521,Coquimbo,CL,-29.9533,-71.3436,58.73,72,0,11.5,clear sky
522,Bushehr,IR,28.9684,50.8385,86.09,66,0,0.0,clear sky
523,Bati,ET,11.1833,40.0167,68.4,64,100,8.81,overcast clouds
524,Labuhan,ID,-6.8844,112.2051,77.25,78,93,13.89,overcast clouds
525,Kesinga,IN,20.2,83.2333,73.9,97,100,6.51,moderate rain
526,Kurilsk,RU,45.2333,147.8833,62.13,98,100,12.21,overcast clouds
527,Havre,FR,49.5833,0.3333,51.57,87,0,2.3,clear sky
528,Pingliang,CN,35.5392,106.6861,55.2,83,100,7.45,light rain
529,Karwar,IN,14.8,74.1333,76.1,84,100,6.2,overcast clouds
530,Acajutla,SV,13.5928,-89.8275,81.32,79,73,5.95,broken clouds
531,Kendari,ID,-3.945,122.4989,73.92,95,93,2.51,overcast clouds
532,Marquette,US,46.5333,-87.6335,76.03,70,37,8.75,scattered clouds
533,Omsukchan,RU,62.5333,155.8,33.94,71,100,6.49,overcast clouds
534,Bend,US,44.0582,-121.3153,71.49,48,0,11.5,clear sky
535,Fuyang,CN,32.9,115.8167,66.18,52,98,9.22,overcast clouds
536,Coahuayana,MX,18.7333,-103.6833,77.16,92,100,0.67,overcast clouds
537,Saint-Joseph,RE,-21.3667,55.6167,64.78,79,12,11.21,few clouds
538,Zhuhai,CN,22.2769,113.5678,84.85,89,20,10.36,few clouds
539,Tilichiki,RU,60.4667,166.1,39.79,61,18,3.8,few clouds
540,Nueva Granada,CO,9.8017,-74.393,80.42,74,100,1.5,overcast clouds
541,Richards Bay,ZA,-28.783,32.0377,65.21,88,100,15.48,light rain
542,Maragogi,BR,-9.0122,-35.2225,74.21,78,3,8.41,clear sky
543,Nampula,MZ,-15.1165,39.2666,69.75,83,0,12.66,clear sky
544,San Isidro,PE,-12.1167,-77.05,62.19,72,100,9.22,overcast clouds
545,Mackenzie,CA,55.2999,-123.1698,57.42,51,0,3.44,clear sky
546,Kipit,PH,8.0461,122.5322,75.96,86,90,1.59,overcast clouds
547,Sorong,ID,-0.8833,131.25,77.23,87,71,6.04,broken clouds
548,Charters Towers,AU,-20.1,146.2667,68.61,92,90,8.72,overcast clouds
549,Mandalgovi,MN,45.7625,106.2708,38.68,79,0,10.92,clear sky
550,Praia Da Vitoria,PT,38.7333,-27.0667,75.45,94,75,6.67,broken clouds
551,Ballina,AU,-28.8667,153.5667,58.78,67,0,9.17,clear sky
552,Chifeng,CN,42.2683,118.9636,40.41,29,0,3.42,clear sky
553,Paita,PE,-5.0892,-81.1144,68.61,77,28,20.0,scattered clouds
554,Anisoc,GQ,1.8658,10.7689,68.5,100,100,1.01,overcast clouds
555,Muswellbrook,AU,-32.2667,150.9,50.32,84,0,0.87,clear sky
556,Navalmoral De La Mata,ES,39.8916,-5.5406,73.96,49,92,2.64,overcast clouds
557,Koshurnikovo,RU,54.1667,93.3,45.1,80,100,1.01,overcast clouds
558,Koutiala,ML,12.3917,-5.4642,73.74,85,100,5.46,overcast clouds
559,George,ZA,-33.963,22.4617,47.75,76,20,4.61,few clouds
560,Seoul,KR,37.5683,126.9778,62.04,72,0,5.75,clear sky
561,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,11.5,scattered clouds
562,Maloy,NO,61.9353,5.1136,49.73,65,21,15.43,few clouds
563,Bassar,TG,9.25,0.7833,69.66,99,100,4.09,light rain
564,Prado,BR,-17.3411,-39.2208,69.3,73,15,6.38,few clouds
565,Cedar City,US,37.6775,-113.0619,79.77,19,0,17.27,clear sky
566,Narrabri,AU,-30.3167,149.7833,51.53,79,0,3.0,clear sky
567,Qandala,SO,11.472,49.8728,88.45,56,67,3.15,broken clouds
568,Reconquista,AR,-29.15,-59.65,64.02,79,93,13.38,overcast clouds
569,Andenes,NO,69.3143,16.1194,44.58,65,40,17.27,scattered clouds
570,Gravdal,NO,68.1214,13.5031,42.69,70,40,6.91,scattered clouds
571,Denpasar,ID,-8.65,115.2167,78.46,88,40,11.5,scattered clouds
572,Cuamba,MZ,-14.8031,36.5372,76.71,36,1,3.83,clear sky
573,Gunjur,GM,13.2019,-16.7339,79.27,81,100,2.53,light rain
574,Bandarbeyla,SO,9.4942,50.8122,79.43,79,92,25.12,overcast clouds
575,Strai,NO,58.2,7.9,48.63,91,0,5.75,clear sky
576,Manado,ID,1.487,124.8455,75.97,94,40,2.3,scattered clouds
577,Mega,ET,4.05,38.3,61.7,67,33,11.14,scattered clouds
578,Whitehorse,CA,60.7161,-135.0538,57.09,58,75,13.8,broken clouds
579,Ardatov,RU,55.2421,43.097,52.77,72,39,22.37,scattered clouds
580,Xichang,CN,27.8964,102.2634,66.15,94,91,1.72,overcast clouds
581,Hannibal,US,39.7084,-91.3585,91.71,43,25,6.67,scattered clouds
582,Vila Do Maio,CV,15.1333,-23.2167,79.59,73,43,12.01,scattered clouds
583,Pangai,TO,-19.8,-174.35,77.11,83,75,17.27,broken clouds
584,Montepuez,MZ,-13.1256,38.9997,69.42,78,0,7.78,clear sky
585,Hare Bay,CA,48.8499,-54.0148,51.19,75,100,5.61,overcast clouds
586,Bandiagara,ML,14.3501,-3.6104,73.49,81,98,13.29,heavy intensity rain
587,Bay Roberts,CA,47.5999,-53.2648,57.51,76,99,3.65,overcast clouds
588,Gamba,GA,-2.65,10.0,75.38,88,92,7.92,light rain
589,Rio Grande,BR,-32.035,-52.0986,64.51,85,100,1.99,overcast clouds
590,Havoysund,NO,70.9963,24.6622,44.83,70,83,14.12,broken clouds
591,Talcher,IN,20.95,85.2167,75.97,94,100,3.11,overcast clouds
592,Ustye,RU,59.6304,39.736,47.98,92,100,13.31,light rain
593,Terrace,CA,54.5163,-128.6035,66.11,45,20,13.8,few clouds
594,Tura,IN,25.5198,90.2201,73.56,97,94,4.74,light rain
595,Puerto Suarez,BO,-18.95,-57.8,98.96,47,91,9.22,smoke
596,Sisimiut,GL,66.9395,-53.6735,44.24,85,48,3.33,scattered clouds
597,Havre-Saint-Pierre,CA,50.2334,-63.5986,48.56,66,0,13.8,clear sky
598,Karanpura,IN,29.1018,75.092,84.67,57,19,6.24,few clouds
599,Suntar,RU,62.1444,117.6319,39.58,99,100,4.36,overcast clouds
600,Goksun,TR,38.021,36.4973,60.84,91,33,4.38,scattered clouds
601,Miranda,CO,3.2499,-76.2281,78.93,79,100,3.24,overcast clouds
602,Reoti,IN,25.85,84.3833,80.44,86,99,6.51,overcast clouds
603,Maniitsoq,GL,65.4167,-52.9,42.53,86,100,6.67,overcast clouds
604,Lagoa,PT,39.05,-27.9833,73.89,86,26,7.16,scattered clouds
605,Poya,NC,-21.35,165.15,76.15,69,2,4.41,clear sky
606,Santa Rosa,PH,14.3122,121.1114,79.11,94,100,4.09,light rain
607,Belmonte,BR,-15.8631,-38.8828,71.56,76,39,8.39,scattered clouds
608,Kargasok,RU,59.0556,80.8572,46.87,92,48,9.98,scattered clouds
609,Touros,BR,-5.1989,-35.4608,76.95,74,69,17.58,broken clouds
610,Machiques,VE,10.0644,-72.545,78.53,83,100,2.48,overcast clouds
611,Deputatskiy,RU,69.3,139.9,26.24,87,100,5.03,overcast clouds
612,Ilembula,TZ,-8.9,34.5833,60.48,76,11,12.37,few clouds
613,Carballo,ES,43.213,-8.691,71.29,90,0,1.39,clear sky
614,Topolobampo,MX,25.6,-109.05,85.91,66,100,11.5,overcast clouds
615,Sarkand,KZ,45.41,79.9186,62.87,42,9,5.82,clear sky
616,Rockland,US,41.1668,-74.0496,82.65,55,100,14.09,moderate rain
617,Jamame,SO,0.0722,42.7506,75.94,84,38,9.53,scattered clouds
618,Kandi,BJ,11.1342,2.9386,71.82,99,100,3.2,moderate rain
619,Aksu,CN,41.1231,80.2644,67.51,46,11,2.95,few clouds
620,Tual,ID,-5.6667,132.75,81.97,78,94,12.97,overcast clouds
621,Taua,BR,-5.9667,-40.3,88.75,22,52,8.28,broken clouds
622,Inta,RU,66.0317,60.1659,48.15,80,100,11.56,overcast clouds
623,Surt,LY,31.2089,16.5887,81.23,70,0,15.21,clear sky
624,Meulaboh,ID,4.1363,96.1285,75.45,90,100,3.98,light rain
625,Oistins,BB,13.0667,-59.5333,86.09,70,40,11.5,scattered clouds
626,Hobyo,SO,5.3505,48.5268,76.55,92,98,23.71,overcast clouds
627,Burnie,AU,-41.0667,145.9167,44.94,89,73,3.91,broken clouds
628,Kyabe,TD,9.4515,18.9449,74.23,91,74,2.08,broken clouds
629,Vardo,NO,70.3705,31.1107,44.58,93,100,23.02,overcast clouds
630,Wahiawa,US,21.5028,-158.0236,80.92,64,75,11.5,broken clouds
631,Sassandra,CI,4.95,-6.0833,74.97,90,85,8.19,overcast clouds
632,Zaraza,VE,9.3503,-65.3245,86.86,63,94,5.19,overcast clouds
633,Kinatakutan,PH,13.9525,122.4758,76.42,91,100,3.96,overcast clouds
634,Hualmay,PE,-11.0964,-77.6139,65.26,75,16,9.42,few clouds
635,Porto Novo,BJ,6.4965,2.6036,78.62,90,100,10.45,moderate rain
636,Riachao Das Neves,BR,-11.7461,-44.91,86.7,32,93,4.83,overcast clouds
637,Riyadh,SA,24.6877,46.7219,82.54,12,0,6.49,clear sky
638,Campina Verde,BR,-19.5356,-49.4864,90.9,25,82,4.05,broken clouds
639,Santa Cruz,BO,-17.8,-63.1667,90.86,51,20,14.97,few clouds
640,Boa Vista,BR,2.8197,-60.6733,91.38,46,20,4.61,few clouds
641,Malanje,AO,-9.5402,16.341,71.01,69,88,3.96,light rain
642,Twentynine Palms,US,34.1356,-116.0542,90.05,16,0,4.0,clear sky
643,Ovre Ardal,NO,61.3167,7.8,47.28,80,8,5.01,clear sky
644,Springdale,US,36.1867,-94.1288,96.57,40,0,9.22,clear sky
645,Borovoy,RU,55.4333,86.0833,51.08,81,40,8.95,light intensity shower rain
646,Santiago,CL,-33.4569,-70.6483,61.54,50,75,13.8,broken clouds
647,Garissa,KE,-0.4536,39.6401,76.08,73,29,16.6,scattered clouds
648,Kitimat,CA,54.0524,-128.6534,70.92,55,3,4.97,clear sky
649,Taupo,NZ,-38.6833,176.0833,55.06,90,100,5.91,overcast clouds
650,Manta,EC,-0.95,-80.7333,78.58,83,40,11.5,scattered clouds
651,Banda Aceh,ID,5.5577,95.3222,79.43,78,99,11.01,overcast clouds
652,Port-Gentil,GA,-0.7193,8.7815,76.96,83,40,11.5,scattered clouds
653,Palembang,ID,-2.9167,104.7458,73.49,100,40,2.3,mist
654,Cap Malheureux,MU,-19.9842,57.6142,70.47,68,1,7.0,clear sky
655,Mabaruma,GY,8.2,-59.7833,83.8,70,54,6.04,broken clouds
656,Zunyi,CN,27.6867,106.9072,72.05,69,98,5.57,overcast clouds
657,Teguldet,RU,57.3064,88.1667,44.2,97,68,7.23,broken clouds
658,Seversk,RU,56.6006,84.8864,53.17,82,97,5.12,overcast clouds
659,Berekum,GH,7.4534,-2.584,70.59,97,100,2.62,light rain
660,Show Low,US,34.2542,-110.0298,83.08,30,75,11.5,broken clouds
661,Cutervo,PE,-6.379,-78.8157,62.47,58,87,2.08,light rain
662,San Jose,US,37.3394,-121.895,79.16,56,75,12.66,broken clouds
663,Smithers,CA,54.7804,-127.1743,62.92,39,20,5.75,few clouds
664,Bangangte,CM,5.1409,10.5198,61.41,99,100,2.73,light rain
665,Port Hueneme,US,34.1478,-119.1951,85.46,64,20,11.5,few clouds
666,Mafinga,TZ,-7.25,35.0667,71.02,55,9,7.54,clear sky
667,Pincher Creek,CA,49.4833,-113.952,51.91,87,100,18.41,overcast clouds
668,Leavenworth,US,39.2333,-95.0336,99.27,35,65,5.99,broken clouds
669,Martinopolis,BR,-22.1458,-51.1708,69.12,51,80,0.51,broken clouds
